990201,1,0,0,0,0,0,(),出版日,,
990201,1,0,0,0,0,0,(),発行日,,
990201,1,0,0,0,0,0,(),リリース日,,
990201,1,0,0,0,0,0,(),発刊日,,
990201,1,0,0,0,0,0,(),刊行日,,
990201,1,0,0,0,0,0,(),公表日,,
990201,1,0,0,0,0,0,(),発売日,,
990201,1,0,0,0,0,0,(),販売日,,
990201,1,0,0,0,0,0,(),上映日,,
990201,1,0,0,0,0,0,(),公布日,,
990201,1,0,0,0,0,0,(),初版日,,
990201,1,0,0,0,0,0,(),公刊日,,
990201,1,0,0,0,0,0,(),放送日,,
990201,1,0,0,0,0,0,(),放映日,,
990201,1,0,0,0,0,0,(),製作年,,
990201,1,0,0,0,0,0,(),投稿日,,
990201,1,0,0,0,0,0,(),リリース,,

990202,1,0,0,0,0,0,(),開発者,,
990202,1,0,0,0,0,0,(),開発元,,
990202,1,0,0,0,0,0,(),デベロッパ,,
990202,1,0,0,0,0,0,(),デベロッパー,,
990202,1,0,0,0,0,0,(),ディベロッパ,,
990202,1,0,0,0,0,0,(),ディベロッパー,,
990202,1,0,0,0,0,0,(),開発元および開発者,,
990202,1,0,0,0,0,0,(),デザイナー,,
990202,1,0,0,0,0,0,(),開発・販売元,,

990203,1,0,0,0,0,0,(),死没地,,
990203,1,0,0,0,0,0,(),没地,,
990203,1,0,0,0,0,0,(),死亡地,,
990203,1,0,0,0,0,0,(),死地,,
990203,1,0,0,0,0,0,(),死亡した場所,,
990203,1,0,0,0,0,0,(),死亡場所,,
990203,1,0,0,0,0,0,(),死没地,,

990204,1,0,0,0,0,0,(),収監場所,,
990204,1,0,0,0,0,0,(),投獄場所,,
990204,1,0,0,0,0,0,(),刑務所,,
990204,1,0,0,0,0,0,(),拘置所,,
990204,1,0,0,0,0,0,(),拘置場所,,
990204,1,0,0,0,0,0,(),収監地,,

990205,1,0,0,0,0,0,(),主演者,,
990205,1,0,0,0,0,0,(),主演,,

990206,1,0,0,0,0,0,(),母,,
990206,1,0,0,0,0,0,(),母親,,

990207,1,0,0,0,0,0,(),死亡年月日,,
990207,1,0,0,0,0,0,(),没年,,
990207,1,0,0,0,0,0,(),没年月日,,
990207,1,0,0,0,0,0,(),死亡日,,
990207,1,0,0,0,0,0,(),死亡年,,
990207,1,0,0,0,0,0,(),没年,,

990208,1,0,0,0,0,0,(),開始日,,
990208,1,0,0,0,0,0,(),開始年月日,,
990208,1,0,0,0,0,0,(),開始日時,,
990208,1,0,0,0,0,0,(),開始時刻,,
990208,1,0,0,0,0,0,(),開始日付,,
990208,1,0,0,0,0,0,(),始期,,
990208,1,0,0,0,0,0,(),結婚日,,
990208,1,0,0,0,0,0,(),就任日,,
990208,1,0,0,0,0,0,(),任期開始,,
990208,1,0,0,0,0,0,(),発生日,,
990208,1,0,0,0,0,0,(),かいしび,,
990208,1,0,0,0,0,0,(),放送開始,,

990209,1,0,0,0,0,0,(),制作会社,,
990209,1,0,0,0,0,0,(),制作元,,
990209,1,0,0,0,0,0,(),映画会社,,

990210,1,0,0,0,0,0,(),配給元,,
990210,1,0,0,0,0,0,(),配給会社,,

990211,1,0,0,0,0,0,(),生年月日,,
990211,1,0,0,0,0,0,(),生まれ,,
990211,1,0,0,0,0,0,(),出生日,,
990211,1,0,0,0,0,0,(),生年,,
990211,1,0,0,0,0,0,(),生誕日,,
990211,1,0,0,0,0,0,(),生誕,,
990211,1,0,0,0,0,0,(),生誕日,,

990212,1,0,0,0,0,0,(),出演者,,
990212,1,0,0,0,0,0,(),俳優,,
990212,1,0,0,0,0,0,(),キャスト,,
990212,1,0,0,0,0,0,(),出演,,

990213,1,0,0,0,0,0,(),演者・演奏者・歌手,,
990213,1,0,0,0,0,0,(),アーティスト,,
990213,1,0,0,0,0,0,(),ミュージシャン,,
990213,1,0,0,0,0,0,(),音楽家,,
990213,1,0,0,0,0,0,(),バンド,,
990213,1,0,0,0,0,0,(),歌手,,
990213,1,0,0,0,0,0,(),演奏者,,
990213,1,0,0,0,0,0,(),演者,,
990213,1,0,0,0,0,0,(),実演者,,
990213,1,0,0,0,0,0,(),俳優,,
990213,1,0,0,0,0,0,(),オリジナルアーティスト,,

990214,1,0,0,0,0,0,(),所属グループ,,
990214,1,0,0,0,0,0,(),メンバーとして参加,,
990214,1,0,0,0,0,0,(),所属団体,,
990214,1,0,0,0,0,0,(),所属,,
990214,1,0,0,0,0,0,(),所属組織,,
990214,1,0,0,0,0,0,(),グループ,,
990214,1,0,0,0,0,0,(),参加団体,,
990214,1,0,0,0,0,0,(),参加グループ,,
990214,1,0,0,0,0,0,(),所属学会,,
990214,1,0,0,0,0,0,(),所属協会,,
990214,1,0,0,0,0,0,(),所属していたアイドルグループ,,

990215,1,0,0,0,0,0,(),活動開始,,
990215,1,0,0,0,0,0,(),デビュー,,
990215,1,0,0,0,0,0,(),開始,,
990215,1,0,0,0,0,0,(),活動期間,,

990217,1,0,0,0,0,0,(),下部組織,,
990217,1,0,0,0,0,0,(),子会社,,
990217,1,0,0,0,0,0,(),所属機関,,
990217,1,0,0,0,0,0,(),所属部隊,,

990218,1,0,0,0,0,0,(),所有物,,
990218,1,0,0,0,0,0,(),財産,,
990218,1,0,0,0,0,0,(),資産,,
990218,1,0,0,0,0,0,(),以下を所有,,

990220,1,0,0,0,0,0,(),事業部門,,
990220,1,0,0,0,0,0,(),業務部門,,
990220,1,0,0,0,0,0,(),事業部,,

990223,1,0,0,0,0,0,(),製造元,,
990223,1,0,0,0,0,0,(),製造者,,

990227,1,0,0,0,0,0,(),出生地,,
990227,1,0,0,0,0,0,(),生誕地,,
990227,1,0,0,0,0,0,(),誕生地,,
990227,1,0,0,0,0,0,(),生地,,
990227,1,0,0,0,0,0,(),出身地,,

990228,1,0,0,0,0,0,(),行政中心地,,
990228,1,0,0,0,0,0,(),政庁所在地,,
990228,1,0,0,0,0,0,(),首都,,
990228,1,0,0,0,0,0,(),首府,,
990228,1,0,0,0,0,0,(),都,,
990228,1,0,0,0,0,0,(),州都,,
990228,1,0,0,0,0,0,(),省都,,
990228,1,0,0,0,0,0,(),道都,,
990228,1,0,0,0,0,0,(),道庁所在地,,
990228,1,0,0,0,0,0,(),郡庁所在地,,
990228,1,0,0,0,0,0,(),県庁所在地,,
990228,1,0,0,0,0,0,(),県都,,
990228,1,0,0,0,0,0,(),都道府県庁所在地,,

990229,1,0,0,0,0,0,(),本部所在地,,
990229,1,0,0,0,0,0,(),本社所在地,,
990229,1,0,0,0,0,0,(),司令部所在地,,
990229,1,0,0,0,0,0,(),HQ,,

990230,1,0,0,0,0,0,(),仲介者,,
990230,1,0,0,0,0,0,(),エージェント,,
990230,1,0,0,0,0,0,(),代理人,,
990230,1,0,0,0,0,0,(),代表者,,
990230,1,0,0,0,0,0,(),タレント事務所,,
990230,1,0,0,0,0,0,(),音楽事務所,,
990230,1,0,0,0,0,0,(),マネージャー会社,,
990230,1,0,0,0,0,0,(),事務所,,
990230,1,0,0,0,0,0,(),声優事務所,,
990230,1,0,0,0,0,0,(),芸能事務所,,
990230,1,0,0,0,0,0,(),所属事務所,,
990230,1,0,0,0,0,0,(),事務所,,

990231,1,0,0,0,0,0,(),成立日,,
990231,1,0,0,0,0,0,(),創立日,,
990231,1,0,0,0,0,0,(),創設日,,
990231,1,0,0,0,0,0,(),開設日,,
990231,1,0,0,0,0,0,(),生成日,,
990231,1,0,0,0,0,0,(),建立日,,
990231,1,0,0,0,0,0,(),作成年,,
990231,1,0,0,0,0,0,(),設立年,,
990231,1,0,0,0,0,0,(),創立年,,
990231,1,0,0,0,0,0,(),創設年,,
990231,1,0,0,0,0,0,(),開設年,,
990231,1,0,0,0,0,0,(),生成年,,
990231,1,0,0,0,0,0,(),建立年,,
990231,1,0,0,0,0,0,(),結成日,,
990231,1,0,0,0,0,0,(),作成日,,
990231,1,0,0,0,0,0,(),竣工日,,
990231,1,0,0,0,0,0,(),完成日,,
990231,1,0,0,0,0,0,(),設立日,,
990231,1,0,0,0,0,0,(),創刊日,,
990231,1,0,0,0,0,0,(),市町村合併年,,

